timestamp,fixed,have_playdate,have_ordered
7/2/2022 12:19:25,playmaker,False,True
7/2/2022 13:28:25,bloom,False,True
7/2/2022 13:30:13,,False,True
7/2/2022 14:23:15,,True,True
7/2/2022 14:29:47,,True,True
8/1/2022 6:31:29,,True,True
7/2/2022 15:07:45,wastebraver tiny survival tale,True,True
7/2/2022 16:53:21,,True,True
7/2/2022 16:56:55,faraway fairway,True,True
7/2/2022 17:40:37,,False,True
7/2/2022 17:46:46,wastebraver tiny survival tale,True,True
7/2/2022 18:43:56,,False,True
7/2/2022 18:59:25,,False,False
7/2/2022 19:42:53,,True,True
7/2/2022 21:34:11,,False,True
7/3/2022 4:09:04,,True,True
7/3/2022 4:19:06,,True,True
7/3/2022 5:28:45,grand tour legends,True,True
7/3/2022 5:38:12,,True,True
7/3/2022 6:14:01,,True,True
7/3/2022 6:38:56,grand tour legends,True,True
7/3/2022 7:24:03,,True,True
7/3/2022 7:36:29,,False,True
7/3/2022 9:36:55,hattrick,True,True
7/3/2022 9:45:30,,True,True
7/3/2022 9:59:05,,True,True
7/3/2022 10:11:54,atlantic 41,True,True
7/3/2022 10:12:49,mars after midnight,False,True
7/3/2022 10:14:16,,True,True
7/3/2022 10:37:40,voyage,True,True
7/3/2022 10:42:32,,True,True
7/3/2022 10:43:53,,False,True
7/3/2022 10:56:25,giles goddard snowboarding,True,True
7/3/2022 11:43:18,,False,True
7/3/2022 11:59:36,,True,True
7/3/2022 14:06:16,,False,True
7/3/2022 16:22:23,mars after midnight,True,True
7/3/2022 16:28:01,,True,True
7/3/2022 17:14:04,,True,True
7/3/2022 19:00:22,,False,True
7/3/2022 23:23:58,mars after midnight,False,True
7/4/2022 0:52:58,mars after midnight,True,True
7/4/2022 1:46:56,,False,True
7/4/2022 4:07:22,,True,True
7/4/2022 8:05:42,mars after midnight,True,True
7/4/2022 8:41:45,mars after midnight,True,True
7/4/2022 10:49:19,,True,True
7/4/2022 10:53:23,,False,True
7/4/2022 10:57:14,,True,True
7/4/2022 12:03:38,,True,True
7/4/2022 12:32:17,wastebraver tiny survival tale,True,True
7/4/2022 14:45:38,daily driver,True,True
7/4/2022 16:42:02,atlantic 41,False,True
7/4/2022 18:51:35,,False,True
7/4/2022 19:22:45,,True,True
7/4/2022 22:49:08,,False,True
7/5/2022 2:08:41,,True,True
7/5/2022 2:17:37,,True,True
7/5/2022 3:23:52,,False,True
7/5/2022 3:49:15,,False,True
7/5/2022 4:12:16,,True,True
7/5/2022 6:04:03,,True,True
7/5/2022 6:42:58,,False,True
7/5/2022 6:56:20,,False,True
7/5/2022 8:02:16,daily driver,True,True
7/20/2022 10:51:51,silver ball tactics,False,True
7/5/2022 11:41:01,wastebraver tiny survival tale,True,True
7/5/2022 14:31:24,daily driver,True,True
7/5/2022 14:58:16,mars after midnight,False,True
7/6/2022 0:55:44,,False,True
7/6/2022 3:30:44,,True,True
7/6/2022 4:00:49,,True,True
7/6/2022 8:49:04,,False,True
7/6/2022 10:58:43,tapeworm,True,True
7/6/2022 11:51:23,wastebraver tiny survival tale,True,True
7/6/2022 23:24:49,botanist,True,True
7/7/2022 0:12:02,,False,True
7/7/2022 5:25:38,,True,True
7/7/2022 7:42:02,,False,True
7/7/2022 10:54:24,,True,True
7/7/2022 10:59:09,,True,True
7/7/2022 11:14:27,,True,True
7/7/2022 11:29:50,,True,True
7/7/2022 13:49:56,mars after midnight,True,True
7/7/2022 14:39:21,,True,True
7/7/2022 14:53:52,botanist,True,True
7/7/2022 15:47:32,,True,True
7/7/2022 16:46:58,,True,True
7/7/2022 19:11:34,other,False,False
7/8/2022 3:28:17,,False,True
7/8/2022 3:53:32,mars after midnight,True,True
7/8/2022 3:57:55,,False,True
7/8/2022 7:58:50,,False,True
7/8/2022 9:11:42,,False,True
7/8/2022 9:47:29,bloom,False,True
7/8/2022 15:10:32,atlantic 41,True,True
7/8/2022 16:14:45,,True,True
7/8/2022 16:15:34,wastebraver tiny survival tale,True,True
7/8/2022 23:23:12,giles goddard snowboarding,True,True
7/9/2022 9:07:11,faraway fairway,True,True
7/9/2022 11:04:14,,False,True
7/10/2022 6:43:15,,True,True
7/10/2022 7:58:17,,True,True
7/10/2022 13:23:37,,True,True
7/11/2022 0:16:32,mars after midnight,True,True
7/11/2022 7:49:34,,True,True
7/11/2022 9:13:07,bloom,True,True
7/11/2022 16:18:35,,True,True
7/11/2022 19:00:56,,True,True
7/12/2022 3:11:52,,False,True
7/12/2022 16:07:43,,True,True
7/12/2022 18:38:03,other,True,True
7/13/2022 3:43:02,,True,True
7/13/2022 9:05:30,,True,True
7/13/2022 9:46:21,,False,True
7/13/2022 10:18:19,botanist,True,True
7/13/2022 16:42:11,,True,True
7/14/2022 3:13:39,,True,True
7/14/2022 6:32:03,,True,True
7/14/2022 7:01:45,bloom,True,True
7/14/2022 16:06:16,,True,True
7/14/2022 18:28:32,,True,True
7/15/2022 2:41:37,,True,True
7/15/2022 17:08:37,,False,True
7/16/2022 7:56:09,,True,True
7/16/2022 8:40:03,mars after midnight,False,True
7/17/2022 5:23:30,bloom,False,True
7/17/2022 8:36:53,,True,True
7/18/2022 5:38:09,,True,True
7/18/2022 7:08:05,mars after midnight,False,True
7/19/2022 14:08:02,wastebraver tiny survival tale,False,True
